318.	Porta Westfalica16	4.544(a)	34.538	35.061	36.182	35.122	35.660	Nordrhein-Westfalen
319.	Tuttlingen	26.566	31.531	33.543	34.693	34.282	35.456	Baden-Württemberg
320.	Sinsheim	8.056(a)	26.658	29.307	33.992	35.392	35.439	Baden-Württemberg
321.	Meppen	18.697	28.135	30.508	33.412	34.944	35.267	Niedersachsen
322.	Lage	31.063	32.301	34.317	36.073	35.169	35.166	Nordrhein-Westfalen
322.	Suhl	31.661	48.429	54.731	48.025	38.776	35.166	Thüringen
324.	Limburg an der Lahn	15.250	28.573	29.912	33.572	33.400	34.989	Hessen
325.	Kempen	39.943	30.169	33.809	36.019	35.890	34.711	Nordrhein-Westfalen
326.	Wermelskirchen	26.810	34.737	35.865	37.016	35.437	34.705	Nordrhein-Westfalen
327.	Winsen (Luhe)	12.067	25.477	27.338	31.801	34.247	34.635	Niedersachsen
328.	Cloppenburg	18.452	20.912	23.574	29.897	32.571	34.581	Niedersachsen
329.	Datteln	35.239	37.193	36.876	37.293	35.513	34.563	Nordrhein-Westfalen
330.	Saarlouis	39.016	38.733	38.160	38.182	37.136	34.532	Saarland
331.	Mörfelden-Walldorf18	11.923	30.182	29.538	32.173	34.035	34.315	Hessen
332.	Zweibrücken	32.814	34.923	33.918	35.719	33.944	34.270	Rheinland-Pfalz
333.	Leer	30.463	31.303	31.375	33.849	34.301	34.226	Niedersachsen
334.	Merseburg	55.857	50.346	42.905	37.127	35.419	34.197	Sachsen-Anhalt
335.	Crailsheim	16.763	24.685	27.917	32.085	33.021	34.130	Baden-Württemberg
336.	Balingen	14.138	29.738	31.738	33.632	33.959	34.062	Baden-Württemberg
337.	Dietzenbach	13.396	25.248	29.784	32.982	33.186	34.055	Hessen
338.	Seelze	10.321	30.336	30.974	33.192	32.782	34.036	Niedersachsen
339.	Hemer	24.473	32.745	34.412	37.156	37.735	34.016	Nordrhein-Westfalen
340.	Barsinghausen	21.042	32.962	33.391	34.497	33.618	33.989	Niedersachsen
340.	Viernheim	27.753	29.590	30.527	32.427	32.601	33.989	Hessen
342.	Radebeul	40.635	34.129	31.115	32.246	33.708	33.954	Sachsen
343.	Steinfurt17	17.357	32.303	31.484	33.955	33.901	33.915	Nordrhein-Westfalen
344.	Geldern	22.524	26.230	29.245	33.074	33.575	33.819	Nordrhein-Westfalen
345.	Kornwestheim	28.830	27.037	29.198	29.831	31.292	33.766	Baden-Württemberg
346.	Bad Vilbel	18.010	25.931	25.075	29.716	31.822	33.745	Hessen
347.	Uelzen	24.598	36.261	35.466	35.065	34.250	33.673	Niedersachsen
348.	Goch	27.617	28.778	29.843	32.675	34.106	33.618	Nordrhein-Westfalen
349.	Stuhr(*)	6.779(a)	26.418	27.457	30.799	33.344	33.526	Niedersachsen
350.	Deggendorf	19.356	30.649	30.214	31.219	31.661	33.373	Bayern
351.	Wedel	29.590	30.493	30.752	32.060	32.203	33.347	Schleswig-Holstein
352.	Ahrensburg	25.501	26.065	27.418	29.117	31.276	33.305	Schleswig-Holstein
353.	Mühlhausen/Thüringen	45.190	43.544	41.075	38.695	35.978	33.127	Thüringen
354.	Hoyerswerda	59.144	70.705	64.888	50.203	37.379	33.116	Sachsen
355.	Korschenbroich	8.324(a)	26.169	29.227	33.782	33.078	33.063	Nordrhein-Westfalen
356.	Bernburg (Saale)	45.367	42.262	39.901	33.825	35.516	32.876	Sachsen-Anhalt
357.	Rheinfelden (Baden)	16.469	27.415	29.148	31.642	32.330	32.856	Baden-Württemberg
358.	Wernigerode	32.730	35.464	35.698	35.013	34.383	32.837	Sachsen-Anhalt
359.	Biberach an der Riß	25.542	28.284	29.635	31.324	32.394	32.801	Baden-Württemberg
360.	Naumburg (Saale)	37.900	34.013	29.724	30.399	34.294	32.755	Sachsen-Anhalt
361.	Lampertheim	24.362	31.449	30.800	32.231	31.337	32.609	Hessen
362.	Jülich	19.754	30.449	31.285	33.414	33.060	32.505	Nordrhein-Westfalen
363.	Altenburg	46.799	55.372	48.926	41.290	34.972	32.374	Thüringen
364.	Vechta	16.216	23.053	23.300	27.753	31.516	32.201	Niedersachsen
365.	Forchheim	21.862	29.021	29.872	30.665	30.396	32.125	Bayern
366.	Bad Nauheim	14.493	26.979	28.599	30.199	31.176	32.102	Hessen
367.	Fürstenwalde/Spree	30.841	34.515	34.413	34.044	32.468	32.098	Brandenburg
368.	Delbrück	5.599(a)	21.417	24.247	29.212	30.047	31.943	Nordrhein-Westfalen
369.	Itzehoe	36.150	33.613	32.817	33.549	32.368	31.848	Schleswig-Holstein
370.	Achim	9.746(a)	27.680	28.974	29.735	30.143	31.834	Niedersachsen
371.	Georgsmarienhütte	28.781	31.033	31.910	32.872	32.057	31.624	Niedersachsen
372.	Nienburg/Weser	22.664	29.884	30.710	32.611	31.924	31.602	Niedersachsen
373.	Herrenberg	12.507	25.422	27.344	29.907	31.292	31.499	Baden-Württemberg
374.	Oer-Erkenschwick	24.360	27.329	28.222	30.686	30.312	31.378	Nordrhein-Westfalen
375.	Rheinberg	12.070	26.332	27.886	31.193	31.587	31.195	Nordrhein-Westfalen
376.	Ganderkesee(*)	17.626	25.135	27.104	30.207	30.941	31.100	Niedersachsen
377.	Radolfzell am Bodensee	15.660	23.709	26.476	28.580	30.782	31.064	Baden-Württemberg
378.	Schönebeck	46.234	44.802	42.142	36.397	33.888	31.038	Sachsen-Anhalt
379.	Kreuztal	28.952	30.219	30.885	32.099	30.995	31.017	Nordrhein-Westfalen
380.	Bramsche	10.635	23.747	28.120	30.633	30.986	30.992	Niedersachsen
381.	Einbeck	18.609	28.867	28.988	28.752	26.426	30.925	Niedersachsen
382.	Gevelsberg	33.667	31.485	33.217	33.621	31.518	30.910	Nordrhein-Westfalen
383.	Neuruppin	22.369	25.544	26.925	32.598	31.599	30.889	Brandenburg
384.	Geestland19	13.067	14.919	15.624	18.163	18.477	30.873	Niedersachsen
385.	Emmerich am Rhein	24.402	29.336	28.322	28.899	29.571	30.845	Nordrhein-Westfalen
386.	Werl	24.619	25.808	28.554	31.623	31.655	30.782	Nordrhein-Westfalen
387.	Weyhe(*) 20	8.247(a)	22.890	26.050	30.240	30.362	30.627	Niedersachsen
388.	Haan	20.821	28.571	29.860	29.677	29.149	30.483	Nordrhein-Westfalen
389.	Burgdorf	18.102	28.196	29.022	30.314	29.886	30.482	Niedersachsen
390.	Lohmar	17.870	23.496	27.098	30.659	31.129	30.451	Nordrhein-Westfalen
391.	Geesthacht	23.345	25.303	26.246	29.106	29.228	30.407	Schleswig-Holstein
392.	Riesa	49.960	52.540	45.440	39.367	34.013	30.392	Sachsen
393.	Osterholz-Scharmbeck	15.273	23.632	24.705	31.206	30.198	30.329	Niedersachsen
394.	Weil am Rhein	20.657	26.076	27.082	28.762	29.918	30.197	Baden-Württemberg
395.	Meschede	15.727	31.350	31.715	32.679	30.823	30.086	Nordrhein-Westfalen
396.	Schwedt/Oder	34.292	54.809	50.633	39.683	34.035	30.075	Brandenburg
397.	Ennepetal	37.137	35.729	34.270	33.725	30.486	29.929	Nordrhein-Westfalen
398.	Andernach	27.139	27.135	28.030	29.319	29.542	29.860	Rheinland-Pfalz
399.	Merzig	12.161	29.714	30.031	30.869	30.355	29.818	Saarland
400.	Friedberg	12.961	24.907	26.818	29.054	28.947	29.782	Bayern
401.	Bad Hersfeld	23.247	28.248	30.249	30.778	30.087	29.767	Hessen
402.	Taunusstein	14.121	25.659	26.977	28.745	28.963	29.746	Hessen
403.	Werne	21.123	26.656	29.484	30.825	29.901	29.721	Nordrhein-Westfalen
404.	Gaggenau	21.124	28.533	28.761	29.721	29.032	29.615	Baden-Württemberg
405.	Neuburg an der Donau	18.808	24.097	25.474	27.816	28.197	29.608	Bayern
406.	Wedemark(*) 21	4.219(a)	23.530	24.758	28.373	29.063	29.599	Niedersachsen
407.	Rietberg	20.572	23.606	24.138	28.029	28.868	29.432	Nordrhein-Westfalen
408.	Güstrow	37.428	37.169	37.513	32.323	30.018	29.429	Mecklenburg-Vorpommern
409.	Bretten	11.543	22.937	24.264	27.172	28.466	29.336	Baden-Württemberg
410.	Vaihingen an der Enz	7.850(a)	22.907	24.461	27.578	28.833	29.308	Baden-Württemberg
411.	Tönisvorst	19.872	22.228	24.844	30.347	29.699	29.286	Nordrhein-Westfalen
412.	Waltrop	25.743	27.045	29.354	30.406	29.636	29.252	Nordrhein-Westfalen
413.	Oelde	21.123	27.579	27.759	29.227	29.276	29.209	Nordrhein-Westfalen
414.	Höxter	32.830	32.430	33.079	33.117	31.089	29.112	Nordrhein-Westfalen
415.	Northeim	21.850	32.170	31.381	31.691	29.431	29.040	Niedersachsen
416.	Bühl	10.013	22.307	24.667	28.496	29.452	29.000	Baden-Württemberg
417.	Friedberg (Hessen)	16.782	24.233	24.633	26.751	27.962	28.962	Hessen
418.	Springe	12.858	30.368	29.752	29.897	29.301	28.918	Niedersachsen
419.	Landsberg am Lech	14.260	18.309	21.039	25.564	28.121	28.865	Bayern
420.	Kelkheim (Taunus)	16.545	27.089	26.203	26.755	27.883	28.829	Hessen
421.	Unterschleißheim	7.019(a)	15.897	24.180	25.633	26.416	28.809	Bayern
422.	Rendsburg	34.820	32.548	31.170	29.321	28.217	28.789	Schleswig-Holstein
423.	Schwandorf	16.190	27.166	26.393	27.820	27.736	28.730	Bayern
424.	Rösrath	19.226	21.340	22.849	26.330	27.288	28.666	Nordrhein-Westfalen
425.	Bad Zwischenahn(*) 22	20.798	23.583	23.828	25.536	27.537	28.507	Niedersachsen
426.	Schwelm	34.058	31.108	30.394	30.569	28.614	28.478	Nordrhein-Westfalen
427.	Zeitz	46.864	44.142	40.012	32.227	31.556	28.381	Sachsen-Anhalt
428.	Idar-Oberstein	38.755	35.434	33.764	33.646	30.379	28.357	Rheinland-Pfalz
429.	Winnenden	14.446	22.334	23.995	27.214	27.599	28.351	Baden-Württemberg
430.	Mühlheim am Main	20.820	24.490	24.303	26.082	26.881	28.318	Hessen
431.	Leichlingen (Rheinland)	20.254	24.612	25.996	26.796	27.481	28.166	Nordrhein-Westfalen
432.	Kevelaer	20.555	21.614	23.309	27.060	28.328	28.162	Nordrhein-Westfalen
433.	Grimma	16.639	17.391	17.698	18.729	18.711	28.153	Sachsen
434.	Meißen	45.609	39.619	34.575	29.398	27.545	28.061	Sachsen
435.	Henstedt-Ulzburg(*)	10.645	18.753	21.402	24.950	27.189	28.056	Schleswig-Holstein
436.	Bad Neuenahr-Ahrweiler	23.869	26.141	25.178	27.061	27.398	28.048	Rheinland-Pfalz
437.	Geislingen an der Steige	27.196	27.344	26.993	27.998	26.841	28.021	Baden-Württemberg
438.	Wegberg	15.611	24.654	25.445	28.543	29.100	27.921	Nordrhein-Westfalen
439.	Sundern (Sauerland)	9.525(a)	25.689	27.250	29.867	28.730	27.871	Nordrhein-Westfalen
440.	Königsbrunn	12.973	18.006	22.035	26.539	27.406	27.850	Bayern
441.	Rödermark23	9.257(a)	22.002	25.018	26.049	25.926	27.840	Hessen
442.	Verden (Aller)	17.014	24.261	24.589	27.082	26.802	27.747	Niedersachsen
443.	Aschersleben	37.163	35.083	32.545	27.312	29.082	27.712	Sachsen-Anhalt
444.	Baunatal	13.077	21.366	24.941	28.020	27.642	27.704	Hessen
445.	Emmendingen	16.462	24.740	23.590	24.919	26.874	27.642	Baden-Württemberg
446.	Wetter (Ruhr)	30.756	29.840	28.880	29.851	28.113	27.628	Nordrhein-Westfalen
447.	Olching	9.255(a)	18.981	20.702	22.796	25.018	27.592	Bayern
448.	Hattersheim am Main	9.435(a)	23.670	23.675	24.752	25.680	27.479	Hessen
449.	Reinbek	15.456	25.051	24.670	24.570	25.821	27.409	Schleswig-Holstein
450.	Blankenfelde-Mahlow(*) 25	7.192	7.383(b)	7.820(c)	10.241	25.718	27.378	Brandenburg
451.	Mechernich	13.233	21.673	22.755	26.003	27.154	27.350	Nordrhein-Westfalen
452.	Griesheim	16.791	20.243	21.187	24.398	26.317	27.258	Hessen
453.	Rheinbach	18.824	21.841	22.990	25.943	27.392	27.124	Nordrhein-Westfalen
454.	Wangen im Allgäu	14.462	23.259	24.589	25.982	27.461	27.109	Baden-Württemberg
455.	Geilenkirchen	10.143	21.833	22.808	27.826	28.253	27.106	Nordrhein-Westfalen
456.	Overath	15.636	21.476	23.902	26.115	26.990	27.062	Nordrhein-Westfalen
457.	Leimen	9.318(a)	17.043	20.361	25.850	27.225	27.055	Baden-Württemberg
458.	Garmisch-Partenkirchen(*)	27.101	27.828	26.837	26.364	26.068	27.024	Bayern
459.	Baesweiler	13.764	23.509	24.442	27.434	27.898	26.996	Nordrhein-Westfalen
460.	Neukirchen-Vluyn	13.973	25.519	26.591	28.525	27.579	26.990	Nordrhein-Westfalen
461.	Weinstadt24	5.111(a)	23.244	23.999	25.484	26.421	26.884	Baden-Württemberg
462.	Sangerhausen	32.303	33.937	32.697	25.399	29.679	26.798	Sachsen-Anhalt
463.	Wiesloch	16.145	21.746	22.947	25.528	26.034	26.779	Baden-Württemberg
464.	Schloß Holte-Stukenbrock	16.003	20.425	21.402	25.562	26.156	26.772	Nordrhein-Westfalen
465.	Hamminkeln	4.378(a)	21.857	24.659	27.161	27.711	26.709	Nordrhein-Westfalen
466.	Lauf an der Pegnitz	16.116	21.836	23.390	25.770	26.127	26.571	Bayern
467.	Strausberg	19.434	24.169	28.523	26.221	26.206	26.522	Brandenburg
468.	Lohne (Oldenburg)	15.942	18.601	20.106	24.564	26.047	26.509	Niedersachsen
469.	Neckarsulm	18.483	21.871	22.690	27.482	26.511	26.428	Baden-Württemberg
470.	Hennigsdorf	24.542	27.185	24.387	26.306	25.909	26.369	Brandenburg
471.	Nordenham	28.207	30.311	28.773	28.183	26.826	26.230	Niedersachsen
472.	Remseck am Neckar26	4.539(a)	16.593	17.459	20.013	23.355	26.174	Baden-Württemberg
473.	Köthen (Anhalt)	36.624	34.639	33.097	30.360	28.243	26.157	Sachsen-Anhalt
474.	Heiligenhaus	28.727	29.661	29.715	28.442	26.659	26.132	Nordrhein-Westfalen
475.	Butzbach	15.732	21.274	22.308	24.954	24.971	26.016	Hessen
476.	Mühlacker	14.194	24.216	25.301	25.969	25.369	26.008	Baden-Württemberg
477.	Kulmbach	23.786	28.226	27.871	28.258	26.768	26.002	Bayern
478.	Hohen Neuendorf	9.566	9.059(b)	8.281(c)	18.922	24.384	26.001	Brandenburg
479.	Ilmenau	19.220	26.293	28.454	27.176	26.022	25.975	Thüringen
480.	St. Wendel	10.086	26.702	27.059	27.303	26.208	25.959	Saarland
481.	Ehingen	13.512	21.988	23.568	24.898	25.670	25.928	Baden-Württemberg
482.	Weiterstadt	7.233(a)	19.068	21.795	23.907	24.378	25.843	Hessen
483.	Staßfurt	26.153	26.666	25.514	20.681	28.605	25.830	Sachsen-Anhalt
484.	Selm	15.552	23.762	24.891	27.240	27.001	25.811	Nordrhein-Westfalen
485.	Helmstedt	27.326	26.718	27.034	26.101	23.937	25.803	Niedersachsen
486.	Pfaffenhofen an der Ilm	9.808(a)	15.715	19.510	22.376	24.158	25.781	Bayern
487.	Teltow	15.330	15.260	14.859	17.938	22.538	25.761	Brandenburg
488.	Heppenheim (Bergstraße)	16.957	23.786	23.859	25.434	25.266	25.755	Hessen
489.	Bad Honnef	19.943	20.907	22.577	25.004	25.213	25.708	Nordrhein-Westfalen
490.	Werder (Havel)	9.765	10.404	10.722	15.115	23.017	25.695	Brandenburg
491.	Ludwigsfelde	16.738	20.604	21.665	23.031	24.044	25.665	Brandenburg
492.	Lennestadt	25.408	25.996	26.468	28.026	27.115	25.638	Nordrhein-Westfalen
493.	Rinteln	10.865	25.849	26.979	28.392	26.879	25.596	Niedersachsen
494.	Zittau	43.321	41.852	34.465	27.454	28.212	25.575	Sachsen
495.	Brilon	13.828	24.533	25.303	27.347	26.335	25.501	Nordrhein-Westfalen
496.	Lübbecke	11.238	21.470	23.695	25.908	25.796	25.499	Nordrhein-Westfalen
497.	Achern	7.596(a)	20.543	21.382	23.463	25.014	25.445	Baden-Württemberg
498.	Bingen am Rhein	23.627	23.528	23.853	24.710	24.276	25.441	Rheinland-Pfalz
499.	Plettenberg	30.288	29.046	29.083	29.031	26.321	25.414	Nordrhein-Westfalen
500.	Verl	15.712	18.406	19.771	23.315	24.984	25.356	Nordrhein-Westfalen
501.	Zirndorf	13.388	20.978	21.494	24.950	25.965	25.307	Bayern
502.	Friedrichsdorf	3.930(a)	22.657	23.392	24.282	24.685	25.268	Hessen
503.	Lindau (Bodensee)	25.232	24.216	24.378	23.874	24.772	25.253	Bayern
504.	Roth	11.722	21.657	21.737	24.858	24.417	25.220	Bayern
505.	Rottweil	20.532	23.673	24.002	25.180	25.659	25.204	Baden-Württemberg
506.	Salzkotten	5.909(a)	18.216	20.495	23.501	24.868	25.159	Nordrhein-Westfalen
507.	Wiehl	16.821	21.102	23.132	26.448	25.645	25.152	Nordrhein-Westfalen
508.	Petershagen	3.612(a)	24.063	24.543	27.040	25.750	25.131	Nordrhein-Westfalen
509.	Schleswig	32.270	29.798	26.998	25.093	24.058	25.118	Schleswig-Holstein
510.	Eisenhüttenstadt	45.410	48.253	50.216	41.493	31.132	25.057	Brandenburg
511.	Norden	16.976	24.384	23.815	24.957	25.116	25.056	Niedersachsen
512.	Pfungstadt	17.194	23.470	23.864	25.043	24.615	25.020	Hessen
513.	Harsewinkel	10.415	18.403	20.135	23.639	24.072	25.012	Nordrhein-Westfalen
514.	Weingarten	18.181	21.991	22.987	23.491	23.875	25.011	Baden-Württemberg
515.	Schmallenberg	5.207(a)	25.017	25.077	26.556	25.281	24.965	Nordrhein-Westfalen
516.	Bad Oldesloe	18.444	20.159	21.097	23.314	24.322	24.964	Schleswig-Holstein
517.	Ditzingen	11.534	22.480	23.035	23.888	24.493	24.942	Baden-Württemberg
518.	Warstein	10.438	28.329	28.363	29.028	27.170	24.898	Nordrhein-Westfalen
519.	Geretsried	16.438	20.034	21.866	23.056	23.306	24.892	Bayern
520.	Horb am Neckar	5.001(a)	20.668	22.541	25.154	25.603	24.882	Baden-Württemberg
521.	Unterhaching(*)	14.460	17.041	18.313	20.427	22.774	24.864	Bayern
522.	Groß-Gerau	13.277	21.432	22.137	23.349	23.409	24.839	Hessen
523.	Ingelheim am Rhein	18.939	19.596	21.153	24.678	24.152	24.833	Rheinland-Pfalz
524.	Idstein	9.213(a)	18.473	20.241	22.611	23.252	24.811	Hessen
525.	Espelkamp	12.860	23.045	26.101	26.952	25.236	24.809	Nordrhein-Westfalen
526.	Delitzsch	24.435	25.248	27.051	26.331	26.344	24.794	Sachsen
527.	Saalfeld/Saale	33.643	34.430	32.988	29.511	26.755	24.789	Thüringen
528.	Sprockhövel	21.911	24.356	24.505	26.454	25.408	24.783	Nordrhein-Westfalen
529.	Obertshausen	9.096(a)	20.897	23.285	24.658	24.083	24.722	Hessen
530.	Meckenheim	7.997(a)	16.751	22.814	25.319	24.241	24.661	Nordrhein-Westfalen
531.	Markkleeberg	22.374	21.073	17.674	23.157	24.338	24.644	Sachsen
532.	Senftenberg	24.367	32.095	29.451	24.740	26.530	24.558	Brandenburg
533.	Lüdinghausen	12.824	17.968	20.152	22.873	24.195	24.550	Nordrhein-Westfalen
534.	Olpe	21.164	22.351	23.785	25.162	25.409	24.459	Nordrhein-Westfalen
535.	Arnstadt	28.990	29.965	28.743	27.220	25.000	24.409	Thüringen
536.	Syke	7.116(a)	18.292	19.674	23.565	24.341	24.346	Niedersachsen
537.	Ellwangen (Jagst)	13.049	21.242	22.594	24.655	24.589	24.339	Baden-Württemberg
538.	Attendorn	21.735	21.511	22.736	24.460	24.693	24.335	Nordrhein-Westfalen
539.	Rathenow	29.836	32.110	29.823	26.639	25.301	24.309	Brandenburg
540.	Stutensee27	6.120(a)	18.404	20.064	21.375	23.583	24.242	Baden-Württemberg
541.	Isernhagen(*) 28	5.120(a)	19.164	21.485	22.309	22.927	24.219	Niedersachsen
542.	Quedlinburg	30.758	28.585	27.972	24.114	21.120	24.216	Sachsen-Anhalt
543.	Waldshut-Tiengen	10.389	21.410	21.913	22.070	22.859	24.149	Baden-Württemberg
544.	Übach-Palenberg	22.667	22.870	23.521	24.804	24.779	24.083	Nordrhein-Westfalen
545.	Ronnenberg	16.652	19.039	21.025	23.200	23.239	24.080	Niedersachsen
546.	Limbach-Oberfrohna	25.576	23.366	22.324	27.552	25.348	24.066	Sachsen
547.	Öhringen	11.446	16.211	18.535	22.005	22.762	24.010	Baden-Württemberg
548.	Salzwedel	19.792	22.904	23.056	20.349	24.090	24.002	Sachsen-Anhalt
549.	Varel	12.812	24.279	24.076	24.771	24.587	23.925	Niedersachsen
550.	Hann. Münden	18.550	25.539	25.762	25.657	24.525	23.853	Niedersachsen
551.	Sonneberg	29.794	28.750	26.568	24.837	22.356	23.756	Thüringen
552.	Döbeln	27.855	27.011	26.827	23.128	20.242	23.728	Sachsen
553.	Haren (Ems)	7.204(a)	16.982	18.875	22.316	22.999	23.665	Niedersachsen
554.	Lutherstadt Eisleben	30.482	27.372	25.874	21.062	25.489	23.651	Sachsen-Anhalt
555.	Korbach	22.178	22.486	22.171	24.515	23.581	23.631	Hessen
556.	Riedstadt30	5.024(a)	17.700	17.466	20.576	21.478	23.591	Hessen
557.	Bedburg	13.147	18.783	21.524	24.237	24.647	23.531	Nordrhein-Westfalen
558.	Alfter(*)	14.651	16.270	17.677	20.907	22.820	23.527	Nordrhein-Westfalen
559.	Sehnde	5.823(a)	18.178	17.614	20.759	22.944	23.505	Niedersachsen
560.	Bad Mergentheim	12.477	19.121	21.567	22.181	22.394	23.502	Baden-Württemberg
561.	Calw	13.020	23.165	22.668	23.391	23.230	23.491	Baden-Württemberg
562.	Moormerland(*) 29	4.416(a)	17.868	19.285	22.382	22.456	23.474	Niedersachsen
563.	Dillenburg	10.130	23.485	24.399	25.092	23.608	23.471	Hessen
564.	Waldkraiburg	16.724	21.695	24.709	24.335	23.892	23.435	Bayern
565.	Starnberg	10.544	17.420	20.687	21.945	23.148	23.339	Bayern
566.	Netphen	19.861	22.453	23.293	25.034	24.101	23.297	Nordrhein-Westfalen
567.	Mosbach	13.615	23.224	24.650	25.051	24.490	23.288	Baden-Württemberg
568.	Husum	25.055	24.327	20.870	20.994	22.084	23.274	Schleswig-Holstein
569.	Jüchen	5.734(a)	20.878	21.007	22.710	22.648	23.261	Nordrhein-Westfalen
570.	Vaterstetten(*) 31	8.825(a)	17.979	18.751	20.978	22.070	23.229	Bayern
571.	Freudenstadt	14.380	19.348	22.935	23.488	23.551	23.150	Baden-Württemberg
572.	Warburg	9.360(a)	21.927	22.562	24.204	23.436	23.128	Nordrhein-Westfalen
573.	Herzogenaurach	12.466	16.989	20.464	23.108	23.050	23.098	Bayern
574.	Walsrode	14.318	22.650	22.750	24.053	23.978	23.089	Niedersachsen
575.	Wallenhorst(*)	2.890(a)	18.218	21.604	23.293	23.706	22.981	Niedersachsen
576.	Gelnhausen	10.262	18.526	19.559	21.799	21.510	22.873	Hessen
577.	Herdecke	20.815	24.009	26.184	25.928	24.428	22.836	Nordrhein-Westfalen
578.	Wertheim	12.009	19.972	21.627	24.337	23.552	22.777	Baden-Württemberg
579.	Leutkirch im Allgäu	9.899(a)	19.900	20.722	21.988	21.902	22.752	Baden-Württemberg
580.	Glauchau	32.168	29.376	25.734	27.285	24.442	22.718	Sachsen
581.	Überlingen	12.895	18.734	20.102	20.547	21.818	22.636	Baden-Württemberg
582.	Lengerich	21.638	20.597	21.045	22.052	22.234	22.626	Nordrhein-Westfalen
583.	Gardelegen	13.266	12.780	13.078	12.206	14.315	22.614	Sachsen-Anhalt
584.	Wandlitz(*)	3.284	3.031(b)	2.979(c)	4.547	21.704	22.585	Brandenburg
585.	Burg	29.990	28.461	26.353	22.951	24.163	22.583	Sachsen-Anhalt
586.	Bad Soden am Taunus	10.200	18.589	18.905	20.693	21.644	22.563	Hessen
587.	Vreden	17.150	18.361	19.421	21.718	22.551	22.561	Nordrhein-Westfalen
588.	Rudolstadt	31.683	31.368	30.423	27.528	23.762	22.560	Thüringen
589.	Westerstede	16.651	17.391	18.659	21.417	22.003	22.540	Niedersachsen
590.	Donaueschingen	11.680	17.762	19.341	21.160	21.128	22.485	Baden-Württemberg
591.	Spremberg	22.871	23.181	24.217	26.230	24.373	22.456	Brandenburg
592.	Rastede(*)	16.662	17.453	18.526	20.008	20.817	22.447	Niedersachsen
593.	Gersthofen	15.462	17.010	17.729	19.879	20.805	22.430	Bayern
594.	Radevormwald	21.218	23.607	23.762	24.800	22.526	22.428	Nordrhein-Westfalen
595.	Weilheim in Oberbayern	14.676	17.100	18.294	20.863	21.649	22.355	Bayern
596.	Friesoythe	6.131(a)	16.078	17.142	19.861	20.641	22.288	Niedersachsen
597.	Edewecht(*)	12.328	13.690	15.334	19.226	21.268	22.270	Niedersachsen
598.	Bad Kissingen	12.345	22.102	21.081	21.565	20.802	22.245	Bayern
599.	Nagold	12.488	20.334	21.505	22.661	22.542	22.209	Baden-Württemberg
600.	Apolda	29.003	28.965	26.507	25.899	23.131	22.163	Thüringen
601.	Stadthagen	16.574	22.704	22.778	23.802	22.272	22.158	Niedersachsen
602.	Laupheim	14.355	14.970	16.286	18.460	19.796	22.136	Baden-Württemberg
603.	Senden	7.916(a)	19.311	20.094	21.674	22.376	22.133	Bayern
604.	Karben	11.131	18.052	19.958	21.380	21.717	22.049	Hessen
605.	Büdingen	6.565(a)	17.176	18.148	20.942	21.230	22.043	Hessen
606.	Neusäß	6.500(a)	18.557	20.332	21.719	21.564	22.038	Bayern
607.	Bad Harzburg	10.586	24.924	23.882	23.100	21.891	22.017	Niedersachsen
608.	Eckernförde	21.299	23.081	22.426	23.304	22.614	21.979	Schleswig-Holstein
609.	Metzingen	14.433	19.473	20.754	21.608	22.035	21.845	Baden-Württemberg
610.	Osterode am Harz	16.660	28.349	27.097	25.848	23.444	21.839	Niedersachsen
611.	Waldkirch	11.120	18.784	19.482	19.739	20.857	21.799	Baden-Württemberg
612.	Sondershausen	22.949	23.371	23.370	23.088	23.142	21.768	Thüringen
613.	Hockenheim	15.670	15.997	17.015	20.009	21.118	21.739	Baden-Württemberg
614.	Halle (Westf.)	10.183	18.560	18.841	20.478	21.081	21.713	Nordrhein-Westfalen
615.	Zerbst/Anhalt	19.638	19.279	18.149	16.378	23.167	21.702	Sachsen-Anhalt
616.	Heide	22.950	21.104	20.659	20.530	20.886	21.699	Schleswig-Holstein
617.	Rotenburg (Wümme)	16.308	19.707	19.183	21.670	21.821	21.694	Niedersachsen
618.	Xanten	15.077	15.743	16.930	20.575	21.572	21.614	Nordrhein-Westfalen
619.	Schwetzingen	16.480	18.384	19.098	22.380	21.789	21.546	Baden-Württemberg
620.	Elsdorf	5.121(a)	17.495	19.944	21.692	21.193	21.539	Nordrhein-Westfalen
621.	Ilsede(*)		12.157	11.931	12.219	11.781	21.530	Niedersachsen
622.	Eppingen	6.708(a)	14.833	16.418	20.257	21.388	21.522	Baden-Württemberg
622.	Sonthofen	16.822	20.149	20.603	21.319	20.874	21.522	Bayern
624.	Büren	6.188(a)	17.530	18.748	22.108	21.500	21.513	Nordrhein-Westfalen
624.	Lindlar(*)	12.780	16.991	19.307	22.341	22.074	21.513	Nordrhein-Westfalen
626.	Ottobrunn(*)	13.840	19.894	18.933	19.003	20.105	21.503	Bayern
627.	Versmold	7.216(a)	18.328	18.231	20.397	20.985	21.472	Nordrhein-Westfalen
628.	Eschborn	11.499	17.763	18.235	19.630	20.811	21.419	Hessen
629.	Puchheim	6.652(a)	17.692	19.004	19.629	19.769	21.396	Bayern
630.	Kaltenkirchen	7.158(a)	11.319	13.547	18.081	20.000	21.386	Schleswig-Holstein
631.	Stadtallendorf	15.832	20.243	21.136	21.656	21.247	21.348	Hessen
